site_name,avulsion_year,av_type,site_area,year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur
R44,1989,retrogradational,Tropical Island,1988.0,-0.0942512162626391,-0.03376860669581563,-0.38286167989165193,-0.3402032535449434,-0.017924281267011653,0.3424519083315562
R44,1989,retrogradational,Tropical Island,1989.0,-0.6449538722548556,-0.6326822854327538,-0.3900252064638876,-0.348042063453238,-0.5952748147097019,-0.29547649731470693
R44,1989,retrogradational,Tropical Island,1990.0,-0.70589784682366,-0.7019107480546134,-0.23439527701222446,-0.17958504789644908,-0.7311219990491585,-0.5314393281172786
R44,1989,retrogradational,Tropical Island,1991.0,-0.9574827223416859,-0.9944559813051096,-0.9684558493717579,-1.0101168738305406,-0.9009309794734791,-0.9361738315245299
R44,1989,retrogradational,Tropical Island,1992.0,0.2401767221789975,0.3084800622653562,-0.02570758770512533,0.04044150966974788,0.151884699157309,0.4722706947708872
R44,1989,retrogradational,Tropical Island,1993.0,-0.1830358923057744,-0.127238091108213,-0.4326333126171857,-0.3948392373274233,-0.2556568538610606,0.12661841074664235
R44,1989,retrogradational,Tropical Island,1994.0,-0.8060564679813106,-0.8170510095954915,-0.8274155395935409,-0.8431319033358106,-0.7650837951340226,-0.6003078818387065
R44,1989,retrogradational,Tropical Island,1995.0,0.40569308765138107,0.4724126497918896,0.4411721751709103,0.510189869336898,1.0348913973637766,0.962506300818901
R44,1989,retrogradational,Tropical Island,1996.0,-0.8802417517879069,-0.9034540782367082,-1.1521428938905212,-1.233406770489362,-0.9348927755583433,-1.0413444988168845
R44,1989,retrogradational,Tropical Island,1997.0,-0.6639670342373247,-0.6542134505032244,-1.5110610373280164,-1.690189215747745,-0.629236610794566,-0.34944629524266435
R44,1989,retrogradational,Tropical Island,1998.0,2.715283041720115,2.4571970651662696,0.4365509348054195,0.505683507020006,0.9669678051940482,0.9322555583177654
R44,1989,retrogradational,Tropical Island,1999.0,0.11404498096357796,0.1811747676301184,-0.7013560313930579,-0.6970101414602726,-0.22169505777619647,0.16045887545694196
R44,1989,retrogradational,Tropical Island,2000.0,-1.384005664135905,-1.5172552689364758,-1.4143760793268547,-1.5643380293888054,-1.1726253481523923,-2.542711709205608
R44,1989,retrogradational,Tropical Island,2001.0,0.4012793179054518,0.46808600346756174,0.038948663964428365,0.10730306480238534,0.25377008741190143,0.5427610166916157
R44,1989,retrogradational,Tropical Island,2002.0,-1.0284425590262567,-1.0790141149601753,-0.7459636297944269,-0.7483874518288753,-0.8669691833886151,-0.841035390456825
R44,1989,retrogradational,Tropical Island,2003.0,0.7496276070842526,0.8023112138444964,-0.1656972329578685,-0.10642887417935372,-0.11980966952160406,0.255597316524647
R44,1989,retrogradational,Tropical Island,2004.0,-1.1703197923016868,-1.2509095935697043,-1.0339957138773026,-1.0890154693772516,-1.0367781638129356,-1.4460790022241363
R44,1989,retrogradational,Tropical Island,2005.0,-0.019556488361552715,0.0440000357964505,0.5161252305691322,0.5828986857920969,0.049999310902716615,0.3964217062595136
R44,1989,retrogradational,Tropical Island,2006.0,0.11710045041748147,0.18428361517004443,0.5695149989686807,0.6342571906161675,0.25377008741190143,0.5427610166916157
R44,1989,retrogradational,Tropical Island,2007.0,-0.08932816539217754,-0.028618763840857347,0.48506476008088506,0.5528549455648774,-0.017924281267011653,0.3424519083315562
R44,1989,retrogradational,Tropical Island,2008.0,0.08739238481987417,0.1540033208352378,-0.2584203093462718,-0.2053409951294233,-0.22169505777619647,0.16045887545694196
R44,1989,retrogradational,Tropical Island,2009.0,-0.0988347463834125,-0.038566379050278016,0.2613553720085421,0.33278479995236865,-0.11980966952160406,0.255597316524647
R44,1989,retrogradational,Tropical Island,2010.0,1.6388324505143506,1.595104089200978,0.053760263837149276,0.12253510084598344,1.2386621738729613,1.0481185799488466
R44,1989,retrogradational,Tropical Island,2011.0,-0.5069386875071146,-0.47816413947933173,0.413954219071933,0.48360887413886355,-0.5273512225399737,-0.1955733784314547
R44,1989,retrogradational,Tropical Island,2012.0,1.0809149785912844,1.1072771534086123,1.2087704391652296,1.222983483692664,1.0009296012789124,0.9474955200988671
R44,1989,retrogradational,Tropical Island,2013.0,2.0302998749033923,1.9198682092785264,2.770972607159929,2.490718373907398,3.4122171233042664,1.676505734332742
R44,1989,retrogradational,Tropical Island,2014.0,1.1473764369591046,1.1670331386987407,0.9428157905235454,0.9837194054454573,0.6952734365151352,0.8011562096667655
R44,1989,retrogradational,Tropical Island,2015.0,0.11973176338921548,0.1869598930899697,-0.25775068141745966,-0.20462190597055094,-0.11980966952160406,0.255597316524647
